SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
6, 91, 1, 1, 18.0328911433893, Accidental, 
6, 99, 1, 1, 17.4992993569575, Accidental, 
6, 111, 2, 2, 36.5745542523501, Accidental, 
6, 113, 1, 1, 27.5952292447117, Accidental, 
6, 117, 1, 1, 23.8591423455833, Accidental, 
6, 122, 1, 1, 22.8342161547061, Accidental, 
6, 124, 1, 1, 25.7059250484482, Accidental, 
6, 128, 2, 2, 30.9622748836002, Accidental, 
6, 129, 2, 2, 28.4374389619456, Accidental, 
6, 130, 1, 1, 30.1057778607809, Accidental, 
6, 132, 1, 1, 28.7305256936947, Accidental, 
6, 133, 1, 1, 27.9681114148346, Accidental, 
6, 135, 1, 1, 27.9075402100964, Accidental, 
6, 135, 1, 1, 27.9075402100964, Lightning, 
6, 140, 1, 1, 32.4898191332173, Accidental, 
6, 150, 1, 1, 26.7598547218252, Accidental, 
6, 151, 2, 2, 28.5671203755562, Accidental, 
6, 152, 1, 1, 29.8237008207521, Accidental, 
6, 154, 2, 2, 34.2947890851957, Accidental, 
6, 156, 1, 1, 24.9264909816672, Accidental, 
6, 157, 1, 1, 20.7886578685782, Accidental, 
6, 170, 2, 2, 32.7046164647381, Accidental, 
6, 174, 1, 1, 30.4455431039178, Accidental, 
6, 175, 2, 2, 29.4185683633528, Accidental, 
6, 176, 1, 1, 28.6890825046367, Accidental, 
6, 177, 1, 1, 32.3986430292697, Accidental, 
6, 178, 2, 2, 35.4663205593953, Accidental, 
6, 180, 2, 2, 39.4730710239056, Accidental, 
6, 180, 2, 2, 39.4730710239056, Lightning, 
6, 181, 2, 2, 38.4090574823483, Accidental, 
6, 184, 2, 2, 36.9976455081685, Accidental, 
6, 186, 2, 2, 38.278547418176, Accidental, 
6, 188, 2, 2, 38.9548732580962, Accidental, 
6, 190, 2, 2, 38.6534680223409, Accidental, 
6, 191, 2, 2, 39.4345864944475, Accidental, 
6, 192, 2, 2, 40.630681336096, Accidental, 
6, 193, 2, 2, 40.4014964923595, Accidental, 
6, 194, 2, 2, 39.7702458676657, Accidental, 
6, 195, 1, 1, 37.8863025863893, Accidental, 
6, 196, 2, 2, 35.5414866995958, Accidental, 
6, 198, 1, 1, 37.860932015629, Accidental, 
6, 199, 2, 2, 40.8902442779961, Accidental, 
6, 199, 3, 3, 40.8902442779961, Lightning, 
6, 200, 2, 2, 40.8660314036421, Accidental, 
6, 200, 3, 3, 40.8660314036421, Lightning, 
6, 201, 2, 2, 35.9950381940073, Accidental, 
6, 204, 2, 2, 37.7306936729742, Accidental, 
6, 206, 1, 1, 35.0546336435827, Accidental, 
6, 207, 2, 2, 36.9523740581842, Accidental, 
6, 208, 2, 2, 39.7119086181019, Accidental, 
6, 209, 1, 1, 38.5324863750157, Accidental, 
6, 212, 1, 1, 33.0247426820952, Accidental, 
6, 213, 2, 2, 33.8758265551405, Accidental, 
6, 215, 2, 2, 40.1633159694619, Accidental, 
6, 217, 2, 2, 47.4067812865643, Accidental, 
6, 219, 1, 1, 29.9275839216546, Accidental, 
6, 222, 1, 1, 31.5444142512069, Accidental, 
6, 224, 2, 2, 35.0494320503158, Accidental, 
6, 226, 2, 2, 34.2950889003945, Accidental, 
6, 228, 1, 1, 32.4480979619437, Accidental, 
6, 230, 2, 2, 33.9222490087129, Accidental, 
6, 231, 1, 1, 33.075514526861, Accidental, 
6, 233, 2, 2, 35.5984396969655, Accidental, 
6, 237, 1, 1, 33.2388242371395, Lightning, 
6, 238, 3, 3, 41.588539799839, Accidental, 
6, 239, 2, 2, 43.548119441735, Accidental, 
6, 240, 4, 4, 48.6923081148732, Accidental, 
6, 242, 3, 3, 45.838081335531, Accidental, 
6, 243, 3, 3, 40.5602821559947, Accidental, 
6, 244, 2, 2, 36.6676432140814, Accidental, 
6, 245, 2, 2, 34.1339776705088, Accidental, 
6, 246, 2, 2, 36.2556263010705, Accidental, 
6, 247, 2, 2, 36.8939593556404, Accidental, 
6, 248, 2, 2, 35.7794406196939, Accidental, 
6, 249, 1, 1, 35.6408010628358, Accidental, 
6, 253, 2, 2, 34.827038779852, Accidental, 
6, 254, 2, 2, 38.1515828556849, Accidental, 
6, 257, 1, 1, 23.6819917216234, Accidental, 
6, 258, 1, 1, 26.3880948052506, Accidental, 
6, 260, 1, 1, 30.7450314992738, Accidental, 
6, 264, 2, 2, 42.7630959242247, Accidental, 
6, 265, 3, 3, 46.7940467832777, Accidental, 
6, 267, 2, 2, 42.2225003073709, Accidental, 
6, 268, 2, 2, 41.3211085048104, Accidental, 
6, 269, 3, 3, 44.1262680320973, Accidental, 
6, 270, 3, 3, 45.8718268458806, Accidental, 
6, 271, 3, 3, 49.5923459432491, Accidental, 
6, 272, 2, 2, 36.6361554933514, Accidental, 
6, 273, 3, 3, 45.6479625985546, Accidental, 
6, 274, 2, 2, 38.5826373393764, Accidental, 
6, 275, 2, 2, 42.5409635409944, Accidental, 
6, 288, 1, 1, 25.3701474074339, Accidental, 
6, 289, 1, 1, 29.5561716162923, Accidental, 
6, 290, 2, 2, 35.0082120686392, Accidental, 
6, 291, 2, 2, 34.1881038065214, Accidental, 
6, 294, 1, 1, 27.7388931968802, Accidental, 
6, 295, 1, 1, 31.8741736256957, Accidental, 
6, 296, 2, 2, 32.4953770453125, Accidental, 
6, 296, 1, 1, 32.4953770453125, Lightning, 
6, 297, 2, 2, 40.7093956269182, Accidental, 
6, 298, 2, 2, 43.1966541271406, Accidental, 
6, 299, 5, 5, 57.4059172441051, Accidental, 
6, 302, 1, 1, 35.1701587727373, Accidental, 
6, 303, 2, 2, 37.933644373085, Accidental, 
6, 305, 2, 2, 36.1892668645404, Accidental, 
6, 305, 1, 1, 36.1892668645404, Lightning, 
6, 306, 2, 2, 37.9490996448255, Accidental, 
6, 307, 2, 2, 38.3867486042749, Accidental, 
6, 308, 2, 2, 32.3419628806677, Accidental, 
6, 311, 1, 1, 21.7822660922573, Accidental, 
6, 314, 1, 1, 31.5112983307943, Accidental, 
6, 318, 1, 1, 27.4019196901622, Accidental, 
6, 319, 1, 1, 32.1976832981544, Lightning, 
6, 320, 2, 2, 36.8593702868785, Accidental, 
6, 328, 3, 3, 44.1199109860738, Accidental, 
6, 330, 2, 2, 42.753586479895, Accidental, 
6, 333, 1, 1, 32.6710500581584, Accidental, 
7, 50, 1, 1, 7.97729121752959, Accidental, 
7, 79, 1, 1, 10.2187563430039, Accidental, 
7, 83, 1, 1, 12.9179457241198, Accidental, 
7, 86, 1, 1, 14.9033270273099, Accidental, 
7, 95, 1, 1, 21.6090762410126, Accidental, 
7, 97, 1, 1, 16.8704804850513, Accidental, 
7, 99, 1, 1, 25.0101271548476, Accidental, 
7, 100, 1, 1, 28.4456309847748, Accidental, 
7, 102, 2, 2, 31.6927269985806, Accidental, 
7, 103, 2, 2, 30.6205845313597, Accidental, 
7, 104, 2, 2, 31.8621284730299, Accidental, 
7, 119, 1, 1, 22.6797326815205, Accidental, 
7, 126, 2, 2, 32.4742867952021, Accidental, 
7, 127, 1, 1, 30.4498476899089, Accidental, 
7, 129, 1, 1, 34.1179080002151, Accidental, 
7, 131, 1, 1, 22.7931971337206, Accidental, 
7, 132, 1, 1, 20.0791818096747, Accidental, 
7, 143, 1, 1, 21.6861681928817, Accidental, 
7, 145, 1, 1, 25.3757881186158, Accidental, 
7, 149, 1, 1, 25.4578871519916, Accidental, 
7, 152, 1, 1, 27.4222918475053, Accidental, 
7, 153, 2, 2, 30.2040608110478, Accidental, 
7, 155, 1, 1, 31.1126485190216, Accidental, 
7, 157, 1, 1, 31.3295705702954, Accidental, 
7, 159, 2, 2, 33.4461588106945, Accidental, 
7, 160, 2, 2, 32.4132331752038, Accidental, 
7, 163, 2, 2, 34.3720190014737, Accidental, 
7, 168, 1, 1, 20.9831396329685, Accidental, 
7, 169, 1, 1, 22.8635428720252, Accidental, 
7, 174, 1, 1, 32.4066059875037, Accidental, 
7, 178, 2, 2, 39.1318983827786, Accidental, 
7, 181, 1, 1, 27.3622008388898, Accidental, 
7, 186, 3, 3, 46.5557608361248, Accidental, 
7, 187, 2, 2, 42.7046901446111, Accidental, 
7, 188, 2, 2, 38.5046135345403, Accidental, 
7, 189, 2, 2, 36.2730225066946, Accidental, 
7, 189, 1, 1, 36.2730225066946, Lightning, 
7, 192, 1, 1, 27.3970017876665, Accidental, 
7, 195, 1, 1, 28.2527556408648, Accidental, 
7, 197, 2, 2, 28.4831238265715, Accidental, 
7, 198, 1, 1, 27.2498328988733, Accidental, 
7, 205, 2, 2, 36.0739236869752, Accidental, 
7, 207, 2, 2, 36.4525118901334, Accidental, 
7, 208, 2, 2, 37.6792413191689, Accidental, 
7, 209, 1, 1, 32.9957915842715, Accidental, 
7, 211, 1, 1, 31.2010526315001, Accidental, 
7, 212, 2, 2, 32.9070238243177, Accidental, 
7, 216, 2, 2, 37.2071565563662, Accidental, 
7, 217, 2, 2, 40.4437114367131, Accidental, 
7, 218, 3, 3, 43.43111200019, Accidental, 
7, 219, 2, 2, 41.1544369788856, Accidental, 
7, 219, 3, 3, 41.1544369788856, Lightning, 
7, 222, 1, 1, 30.5404469748056, Accidental, 
7, 223, 2, 2, 30.4207644858858, Accidental, 
7, 227, 2, 2, 27.206878020765, Accidental, 
7, 230, 1, 1, 26.8475447358821, Accidental, 
7, 232, 1, 1, 33.5647322904667, Accidental, 
7, 233, 1, 1, 31.3523468864467, Accidental, 
7, 238, 2, 2, 38.0715350029923, Accidental, 
7, 239, 1, 1, 35.2968602750326, Accidental, 
7, 241, 2, 2, 37.3401862233223, Accidental, 
7, 242, 1, 1, 36.7677875758771, Accidental, 
7, 243, 1, 1, 34.4528237726258, Accidental, 
7, 244, 1, 1, 29.2562461500036, Accidental, 
7, 245, 1, 1, 24.8817710858405, Accidental, 
7, 250, 1, 1, 34.2536873177602, Accidental, 
7, 253, 2, 2, 40.0197947072954, Accidental, 
7, 254, 2, 2, 38.4602581293499, Accidental, 
7, 255, 2, 2, 35.3712097518113, Accidental, 
7, 256, 2, 2, 35.1487256750083, Accidental, 
7, 260, 2, 2, 39.3402316864819, Accidental, 
7, 261, 1, 1, 36.4257702835078, Accidental, 
7, 262, 1, 1, 31.686917420495, Accidental, 
7, 262, 1, 1, 31.686917420495, Lightning, 
7, 269, 1, 1, 30.2264979310356, Accidental, 
7, 269, 1, 1, 30.2264979310356, Lightning, 
7, 270, 1, 1, 33.6202846046735, Accidental, 
7, 271, 2, 2, 34.6693651568981, Accidental, 
7, 275, 1, 1, 23.3940448084233, Accidental, 
7, 286, 1, 1, 16.7704633900491, Accidental, 
7, 287, 2, 2, 39.3652851759871, Accidental, 
7, 288, 2, 2, 41.4340331484396, Accidental, 
7, 291, 2, 2, 41.6875355958392, Accidental, 
7, 297, 1, 1, 24.8328464801922, Accidental, 
7, 298, 1, 1, 29.2567557488679, Accidental, 
7, 299, 1, 1, 29.7831604756978, Accidental, 
7, 301, 2, 2, 30.1636587081754, Accidental, 
7, 303, 2, 2, 35.539070878783, Accidental, 
7, 304, 2, 2, 36.683477394127, Accidental, 
7, 309, 1, 1, 26.7998877794002, Accidental, 
7, 311, 1, 1, 35.6860578969706, Accidental, 
7, 312, 3, 3, 51.2550497358807, Accidental, 
7, 314, 3, 3, 43.6977498050163, Accidental, 
7, 315, 5, 5, 56.0481432553749, Accidental, 
7, 315, 38, 38, 56.0481432553749, Lightning, 
7, 316, 5, 5, 57.6593741555291, Accidental, 
7, 317, 4, 4, 52.5046083103172, Accidental, 
7, 318, 2, 2, 43.1331420443905, Accidental, 
7, 319, 2, 2, 35.9843756572101, Accidental, 
7, 323, 1, 1, 25.6361801008653, Accidental, 
7, 329, 1, 1, 22.6895191405652, Accidental, 
7, 330, 1, 1, 24.4007761324045, Accidental, 
7, 332, 1, 1, 27.2593733169573, Accidental, 
8, 52, 1, 1, 13.4574154001988, Accidental, 
8, 65, 1, 1, 11.1858655545097, Accidental, 
8, 68, 1, 1, 16.4029918688714, Lightning, 
8, 70, 1, 1, 18.3579287029064, Accidental, 
8, 71, 1, 1, 15.0846969230635, Accidental, 
8, 89, 1, 1, 17.8406186599953, Accidental, 
8, 96, 1, 1, 26.7067166558763, Accidental, 
8, 99, 1, 1, 33.469701007754, Accidental, 
8, 100, 1, 1, 34.9877466473421, Accidental, 
8, 101, 2, 2, 33.2866877525555, Accidental, 
8, 106, 1, 1, 26.1046673027905, Accidental, 
8, 114, 1, 1, 25.9496243365798, Accidental, 
8, 119, 7, 7, 65.159338991138, Accidental, 
8, 120, 5, 5, 61.0915269171361, Accidental, 
8, 121, 2, 2, 43.2706355356776, Accidental, 
8, 123, 2, 2, 42.6156508507189, Accidental, 
8, 124, 2, 2, 36.6673366180056, Accidental, 
8, 126, 1, 1, 26.9484498850589, Accidental, 
8, 128, 1, 1, 22.2434992577891, Accidental, 
8, 130, 1, 1, 34.6207624160281, Accidental, 
8, 131, 2, 2, 43.2812324812729, Accidental, 
8, 133, 6, 6, 62.1822984730855, Accidental, 
8, 135, 3, 3, 48.6764681002282, Accidental, 
8, 136, 3, 3, 47.9800841912842, Accidental, 
8, 137, 3, 3, 42.6913505740331, Accidental, 
8, 138, 1, 1, 37.1991622467288, Accidental, 
8, 147, 2, 2, 30.6635477239146, Accidental, 
8, 149, 2, 2, 32.0801363442323, Accidental, 
8, 150, 2, 2, 37.6738429088363, Accidental, 
8, 152, 3, 3, 42.2154583990914, Accidental, 
8, 153, 2, 2, 43.4959056289949, Accidental, 
8, 154, 2, 2, 43.3447988856209, Accidental, 
8, 155, 2, 2, 43.5214101992582, Accidental, 
8, 157, 2, 2, 36.7722546814097, Lightning, 
8, 158, 2, 2, 33.1102888013485, Accidental, 
8, 159, 1, 1, 33.9374580246493, Accidental, 
8, 160, 2, 2, 32.0427946628519, Accidental, 
8, 161, 1, 1, 35.887063968162, Accidental, 
8, 162, 2, 2, 35.6384313017834, Accidental, 
8, 163, 2, 2, 39.1585961077271, Accidental, 
8, 165, 2, 2, 37.7414424213437, Accidental, 
8, 167, 2, 2, 40.240545520011, Accidental, 
8, 167, 3, 3, 40.240545520011, Lightning, 
8, 168, 1, 1, 32.8354104404523, Accidental, 
8, 169, 1, 1, 29.460129882224, Accidental, 
8, 172, 2, 2, 37.5280340909126, Accidental, 
8, 179, 1, 1, 30.2451238828903, Lightning, 
8, 182, 1, 1, 33.1213917424112, Accidental, 
8, 183, 1, 1, 34.3977021941962, Accidental, 
8, 184, 2, 2, 34.1111882387073, Accidental, 
8, 185, 1, 1, 30.9455725788846, Accidental, 
8, 186, 1, 1, 30.2342036829891, Accidental, 
8, 187, 1, 1, 31.7194193238191, Accidental, 
8, 188, 1, 1, 31.7631575642797, Accidental, 
8, 190, 1, 1, 30.4936172763866, Accidental, 
8, 193, 1, 1, 29.9395045323015, Accidental, 
8, 198, 1, 1, 25.9591668840978, Accidental, 
8, 206, 1, 1, 32.0017043406138, Accidental, 
8, 210, 2, 2, 30.8662660938602, Accidental, 
8, 211, 1, 1, 32.0154060460893, Accidental, 
8, 215, 1, 1, 19.7742859985019, Accidental, 
8, 217, 1, 1, 26.6214414789494, Accidental, 
8, 219, 1, 1, 25.7257868465304, Accidental, 
8, 220, 1, 1, 25.6951404049794, Accidental, 
8, 223, 1, 1, 26.5231183094501, Accidental, 
8, 224, 1, 1, 23.6196873378335, Accidental, 
8, 226, 1, 1, 27.8229384857547, Accidental, 
8, 227, 1, 1, 28.8652695926789, Accidental, 
8, 230, 1, 1, 32.9271359565474, Accidental, 
8, 233, 1, 1, 25.4001389151552, Accidental, 
8, 235, 1, 1, 31.2723050521796, Accidental, 
8, 236, 2, 2, 33.0554344127515, Accidental, 
8, 238, 1, 1, 33.2917685522598, Accidental, 
8, 239, 2, 2, 33.7497563991112, Accidental, 
8, 242, 1, 1, 35.8174836234721, Accidental, 
8, 243, 2, 2, 35.236086478935, Accidental, 
8, 252, 1, 1, 27.0412024292264, Accidental, 
8, 254, 1, 1, 28.6914968856023, Accidental, 
8, 257, 1, 1, 33.0791713142279, Accidental, 
8, 265, 1, 1, 28.2197564865228, Accidental, 
8, 267, 1, 1, 34.0032896917755, Accidental, 
8, 268, 1, 1, 27.6228484276774, Accidental, 
8, 269, 1, 1, 29.1777300137433, Lightning, 
8, 270, 1, 1, 27.0227648289993, Accidental, 
8, 272, 1, 1, 22.9694636190868, Accidental, 
8, 274, 2, 2, 35.0130264566497, Accidental, 
8, 275, 3, 3, 47.2134940623645, Accidental, 
8, 276, 3, 3, 47.7890658979024, Accidental, 
8, 277, 3, 3, 43.7065166084001, Accidental, 
8, 278, 2, 2, 41.6543971167834, Accidental, 
8, 279, 2, 2, 40.4659157181217, Accidental, 
8, 282, 1, 1, 30.7009059225582, Accidental, 
8, 284, 1, 1, 28.9083470838606, Accidental, 
8, 286, 1, 1, 32.0128552693074, Accidental, 
8, 287, 1, 1, 28.4131483060123, Accidental, 
8, 289, 1, 1, 25.1424222671941, Accidental, 
8, 293, 1, 1, 24.5311441447286, Accidental, 
8, 296, 2, 2, 33.0962887151006, Accidental, 
8, 303, 1, 1, 23.4790591654943, Accidental, 
8, 308, 3, 3, 48.8459470706128, Accidental, 
8, 309, 3, 3, 43.2404705156251, Accidental, 
8, 313, 1, 1, 31.3987133900737, Accidental, 
8, 320, 3, 3, 45.5734870403585, Accidental, 
8, 322, 1, 1, 35.3177202758984, Accidental, 
8, 323, 1, 1, 28.4352963788464, Accidental, 
8, 326, 1, 1, 28.3023221426722, Accidental, 
8, 327, 2, 2, 39.0651973536389, Accidental, 
8, 328, 2, 2, 44.0189761733305, Accidental, 
8, 330, 2, 2, 42.1649866029238, Accidental, 
8, 331, 2, 2, 38.7213822028662, Accidental, 
8, 332, 2, 2, 39.3045195630749, Accidental, 
8, 333, 1, 1, 30.7518645104623, Accidental, 
8, 337, 1, 1, 0, Accidental, 
9, 65, 1, 1, 5.12039214953672, Accidental, 
9, 81, 1, 1, 16.8567788243504, Accidental, 
9, 85, 1, 1, 19.4799315846613, Accidental, 
9, 86, 1, 1, 17.9503327478347, Accidental, 
9, 97, 1, 1, 17.2535196375779, Accidental, 
9, 128, 1, 1, 28.1562172243518, Accidental, 
9, 130, 1, 1, 23.7411047747816, Accidental, 
9, 134, 1, 1, 19.3881370114681, Accidental, 
9, 141, 1, 1, 28.922789706363, Accidental, 
9, 149, 1, 1, 26.9150348821436, Accidental, 
9, 150, 1, 1, 28.3376724742966, Accidental, 
9, 152, 1, 1, 20.143545786587, Accidental, 
9, 159, 1, 1, 25.8277574066759, Accidental, 
9, 167, 1, 1, 28.5142897370796, Accidental, 
9, 169, 1, 1, 33.4677490654296, Accidental, 
9, 170, 2, 2, 31.9992659835684, Accidental, 
9, 175, 1, 1, 34.5458131022983, Accidental, 
9, 176, 1, 1, 27.661179386317, Accidental, 
9, 178, 1, 1, 26.5398230065209, Accidental, 
9, 179, 1, 1, 25.7002202897211, Accidental, 
9, 181, 1, 1, 32.144805226797, Accidental, 
9, 182, 2, 2, 34.7562521826301, Accidental, 
9, 183, 2, 2, 34.8355664076883, Accidental, 
9, 187, 1, 1, 25.5937341132673, Accidental, 
9, 190, 1, 1, 30.5573658154095, Accidental, 
9, 191, 1, 1, 30.3205752618828, Accidental, 
9, 193, 2, 2, 34.3198741581306, Accidental, 
9, 195, 1, 1, 31.1325112598871, Accidental, 
9, 196, 2, 2, 33.6538002911568, Accidental, 
9, 197, 1, 1, 32.271121524468, Accidental, 
9, 199, 1, 1, 33.3518033873518, Accidental, 
9, 203, 2, 2, 29.622055671262, Accidental, 
9, 204, 1, 1, 30.620479016508, Accidental, 
9, 207, 2, 2, 32.0804460762259, Accidental, 
9, 213, 1, 1, 31.7173397414923, Accidental, 
9, 215, 1, 1, 33.9790318494154, Accidental, 
9, 219, 1, 1, 33.7084691749621, Lightning, 
9, 221, 1, 1, 33.4481958196587, Accidental, 
9, 222, 1, 1, 34.8793359166419, Accidental, 
9, 228, 1, 1, 31.4856571308056, Accidental, 
9, 232, 2, 2, 36.5543122400381, Accidental, 
9, 233, 2, 2, 34.900030033173, Accidental, 
9, 234, 1, 1, 32.0726659738203, Accidental, 
9, 235, 2, 2, 37.4461045173692, Accidental, 
9, 236, 2, 2, 37.7938757004247, Accidental, 
9, 237, 2, 2, 36.58390793012, Accidental, 
9, 239, 2, 2, 39.7853361328595, Accidental, 
9, 240, 1, 1, 30.2899902787441, Accidental, 
9, 241, 1, 1, 24.9906313759169, Accidental, 
9, 244, 2, 2, 31.4600547851881, Accidental, 
9, 246, 2, 2, 40.4972829324792, Accidental, 
9, 247, 2, 2, 42.0386888701056, Accidental, 
9, 254, 1, 1, 32.0491140714834, Accidental, 
9, 255, 1, 1, 34.2155541822164, Accidental, 
9, 256, 1, 1, 34.972401717807, Accidental, 
9, 258, 1, 1, 31.1506283203652, Accidental, 
9, 261, 2, 2, 35.1172449255752, Accidental, 
9, 266, 1, 1, 28.2524648629768, Accidental, 
9, 267, 2, 2, 36.8976060868151, Accidental, 
9, 268, 2, 2, 40.5718768949917, Accidental, 
9, 272, 1, 1, 28.5645113929192, Accidental, 
9, 273, 1, 1, 26.3342759060035, Accidental, 
9, 276, 1, 1, 23.7849841036506, Accidental, 
9, 281, 1, 1, 26.0222988428144, Accidental, 
9, 282, 1, 1, 31.9809281323443, Accidental, 
9, 289, 1, 1, 20.3145228013575, Accidental, 
9, 297, 1, 1, 18.6441369145174, Accidental, 
9, 299, 2, 2, 32.2577011142868, Accidental, 
9, 304, 2, 2, 31.3639506095721, Accidental, 
9, 306, 2, 2, 43.1554742584773, Accidental, 
9, 307, 2, 2, 40.2560556827828, Accidental, 
9, 316, 2, 2, 40.1284308779951, Accidental, 
10, 26, 1, 1, 0, Accidental, 
10, 33, 1, 1, 3.80568461180306, Accidental, 
10, 65, 1, 1, 11.1858655545097, Accidental, 
10, 76, 1, 1, 23.5712083141983, Accidental, 
10, 78, 1, 1, 16.8381165503882, Accidental, 
10, 89, 1, 1, 17.8406186599953, Accidental, 
10, 94, 1, 1, 18.084878706272, Accidental, 
10, 98, 2, 2, 31.4305126554343, Accidental, 
10, 100, 2, 2, 34.9877466473421, Accidental, 
10, 101, 1, 1, 33.2866877525555, Accidental, 
10, 103, 1, 1, 25.5141310853205, Accidental, 
10, 105, 1, 1, 26.5035873520131, Accidental, 
10, 108, 1, 1, 20.2471649600367, Accidental, 
10, 111, 1, 1, 26.5869167409462, Lightning, 
10, 112, 1, 1, 27.105327821999, Accidental, 
10, 113, 1, 1, 23.8216784405726, Accidental, 
10, 119, 7, 7, 65.159338991138, Accidental, 
10, 120, 5, 5, 61.0915269171361, Accidental, 
10, 121, 3, 3, 43.2706355356776, Accidental, 
10, 122, 2, 2, 43.2078658671267, Accidental, 
10, 124, 2, 2, 36.6673366180056, Accidental, 
10, 128, 1, 1, 22.2434992577891, Accidental, 
10, 131, 2, 2, 43.2812324812729, Accidental, 
10, 132, 3, 3, 50.1813985309058, Accidental, 
10, 133, 6, 6, 62.1822984730855, Accidental, 
10, 135, 3, 3, 48.6764681002282, Accidental, 
10, 136, 3, 3, 47.9800841912842, Accidental, 
10, 137, 2, 2, 42.6913505740331, Accidental, 
10, 140, 1, 1, 26.4194846759513, Accidental, 
10, 144, 1, 1, 22.4038756584597, Accidental, 
10, 149, 2, 2, 32.0801363442323, Accidental, 
10, 151, 2, 2, 39.8631404202208, Accidental, 
10, 152, 2, 2, 42.2154583990914, Accidental, 
10, 153, 2, 2, 43.4959056289949, Accidental, 
10, 155, 2, 2, 43.5214101992582, Accidental, 
10, 157, 2, 2, 36.7722546814097, Lightning, 
10, 159, 1, 1, 33.9374580246493, Accidental, 
10, 162, 2, 2, 35.6384313017834, Accidental, 
10, 163, 2, 2, 39.1585961077271, Accidental, 
10, 164, 2, 2, 36.5805850315455, Accidental, 
10, 165, 2, 2, 37.7414424213437, Accidental, 
10, 167, 2, 2, 40.240545520011, Accidental, 
10, 168, 2, 2, 32.8354104404523, Accidental, 
10, 169, 1, 1, 29.460129882224, Accidental, 
10, 171, 1, 1, 36.74705279091, Accidental, 
10, 173, 1, 1, 35.6163807663215, Accidental, 
10, 174, 2, 2, 35.3586937260075, Accidental, 
10, 175, 2, 2, 35.4383657848687, Accidental, 
10, 177, 2, 2, 35.7890374870278, Accidental, 
10, 177, 1, 1, 35.7890374870278, Lightning, 
10, 181, 1, 1, 32.1859051965259, Accidental, 
10, 185, 1, 1, 30.9455725788846, Accidental, 
10, 187, 2, 2, 31.7194193238191, Accidental, 
10, 188, 1, 1, 31.7631575642797, Accidental, 
10, 189, 2, 2, 32.351364229658, Accidental, 
10, 193, 1, 1, 29.9395045323015, Accidental, 
