SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
10, 201, 1, 1, 24.9409782811774, Accidental, 
10, 203, 1, 1, 35.6418064940694, Accidental, 
10, 204, 2, 2, 38.700384968644, Accidental, 
10, 207, 2, 2, 29.8615191055863, Accidental, 
10, 208, 1, 1, 27.2468549953656, Accidental, 
10, 209, 1, 1, 29.0151972018375, Accidental, 
10, 210, 1, 1, 30.8662660938602, Lightning, 
10, 216, 1, 1, 24.191023573919, Accidental, 
10, 219, 1, 1, 25.7257868465304, Accidental, 
10, 221, 1, 1, 25.5433347464308, Accidental, 
10, 224, 1, 1, 23.6196873378335, Accidental, 
10, 226, 1, 1, 27.8229384857547, Accidental, 
10, 227, 1, 1, 28.8652695926789, Accidental, 
10, 232, 1, 1, 24.6457174656689, Accidental, 
10, 233, 1, 1, 25.4001389151552, Accidental, 
10, 237, 1, 1, 31.6694424640956, Accidental, 
10, 238, 1, 1, 33.2917685522598, Accidental, 
10, 245, 1, 1, 35.4710306384742, Accidental, 
10, 245, 1, 1, 35.4710306384742, Lightning, 
10, 247, 2, 2, 32.7793017502775, Accidental, 
10, 249, 2, 2, 33.1644844841482, Accidental, 
10, 251, 1, 1, 27.7505146090151, Accidental, 
10, 255, 1, 1, 31.6851084570789, Accidental, 
10, 256, 2, 2, 32.1825568463998, Accidental, 
10, 257, 2, 2, 33.0791713142279, Accidental, 
10, 261, 1, 1, 24.4149895365822, Accidental, 
10, 266, 2, 2, 30.8619183432274, Accidental, 
10, 267, 1, 1, 34.0032896917755, Accidental, 
10, 269, 1, 1, 29.1777300137433, Lightning, 
10, 270, 1, 1, 27.0227648289993, Accidental, 
10, 270, 1, 1, 27.0227648289993, Lightning, 
10, 273, 1, 1, 26.1665000622072, Accidental, 
10, 274, 1, 1, 35.0130264566497, Accidental, 
10, 275, 3, 3, 47.2134940623645, Accidental, 
10, 276, 3, 3, 47.7890658979024, Accidental, 
10, 281, 2, 2, 32.2287352976533, Accidental, 
10, 286, 1, 1, 32.0128552693074, Accidental, 
10, 289, 1, 1, 25.1424222671941, Accidental, 
10, 292, 1, 1, 22.6341548901414, Accidental, 
10, 296, 2, 2, 33.0962887151006, Accidental, 
10, 299, 1, 1, 22.2739535227808, Accidental, 
10, 301, 1, 1, 25.7558342086098, Accidental, 
10, 302, 1, 1, 25.9107558909512, Accidental, 
10, 306, 1, 1, 20.995612650941, Lightning, 
10, 307, 2, 2, 39.4603722516404, Accidental, 
10, 308, 3, 3, 48.8459470706128, Accidental, 
10, 309, 2, 2, 43.2404705156251, Accidental, 
10, 310, 2, 2, 39.8693833973252, Accidental, 
10, 314, 1, 1, 24.9017983204984, Accidental, 
10, 318, 1, 1, 23.2101388021625, Accidental, 
10, 319, 1, 1, 29.983908232776, Accidental, 
10, 320, 2, 2, 45.5734870403585, Accidental, 
10, 321, 3, 3, 42.4648188239729, Accidental, 
10, 322, 2, 2, 35.3177202758984, Accidental, 
10, 323, 2, 2, 28.4352963788464, Accidental, 
10, 326, 1, 1, 28.3023221426722, Accidental, 
10, 327, 2, 2, 39.0651973536389, Accidental, 
10, 328, 3, 3, 44.0189761733305, Accidental, 
10, 330, 2, 2, 42.1649866029238, Accidental, 
10, 331, 2, 2, 38.7213822028662, Accidental, 
10, 332, 2, 2, 39.3045195630749, Accidental, 
11, 43, 1, 1, 11.2681236139501, Accidental, 
11, 48, 1, 1, 12.0721089533117, Accidental, 
11, 51, 1, 1, 12.4992344824597, Accidental, 
11, 69, 1, 1, 16.4407846631687, Accidental, 
11, 73, 1, 1, 21.8482886395433, Accidental, 
11, 90, 1, 1, 20.5817616833671, Accidental, 
11, 98, 2, 2, 31.4305126554343, Accidental, 
11, 101, 1, 1, 33.2866877525555, Accidental, 
11, 105, 1, 1, 26.5035873520131, Accidental, 
11, 118, 3, 3, 45.1756117736405, Accidental, 
11, 119, 7, 7, 65.159338991138, Accidental, 
11, 120, 6, 6, 61.0915269171361, Accidental, 
11, 122, 2, 2, 43.2078658671267, Accidental, 
11, 123, 2, 2, 42.6156508507189, Accidental, 
11, 125, 1, 1, 32.3225534656121, Accidental, 
11, 126, 1, 1, 26.9484498850589, Accidental, 
11, 128, 1, 1, 22.2434992577891, Accidental, 
11, 131, 3, 3, 43.2812324812729, Accidental, 
11, 132, 3, 3, 50.1813985309058, Accidental, 
11, 133, 6, 6, 62.1822984730855, Accidental, 
11, 134, 3, 3, 47.7299789005668, Accidental, 
11, 135, 3, 3, 48.6764681002282, Accidental, 
11, 136, 3, 3, 47.9800841912842, Accidental, 
11, 148, 1, 1, 29.6287744117556, Accidental, 
11, 150, 1, 1, 37.6738429088363, Accidental, 
11, 151, 2, 2, 39.8631404202208, Accidental, 
11, 153, 2, 2, 43.4959056289949, Accidental, 
11, 154, 3, 3, 43.3447988856209, Accidental, 
11, 156, 2, 2, 40.5438785613887, Accidental, 
11, 157, 2, 2, 36.7722546814097, Accidental, 
11, 160, 1, 1, 32.0427946628519, Accidental, 
11, 162, 1, 1, 35.6384313017834, Lightning, 
11, 163, 2, 2, 39.1585961077271, Accidental, 
11, 164, 2, 2, 36.5805850315455, Accidental, 
11, 164, 2, 2, 36.5805850315455, Lightning, 
11, 165, 2, 2, 37.7414424213437, Accidental, 
11, 166, 2, 2, 41.7974808088935, Accidental, 
11, 167, 2, 2, 40.240545520011, Accidental, 
11, 169, 1, 1, 29.460129882224, Accidental, 
11, 170, 2, 2, 32.2732559122731, Accidental, 
11, 177, 2, 2, 35.7890374870278, Accidental, 
11, 178, 1, 1, 31.2083887615357, Accidental, 
11, 179, 1, 1, 30.2451238828903, Accidental, 
11, 182, 2, 2, 33.1213917424112, Accidental, 
11, 184, 1, 1, 34.1111882387073, Accidental, 
11, 187, 1, 1, 31.7194193238191, Accidental, 
11, 189, 1, 1, 32.351364229658, Accidental, 
11, 195, 1, 1, 22.1680704438053, Accidental, 
11, 199, 1, 1, 24.5765007448359, Accidental, 
11, 204, 2, 2, 38.700384968644, Accidental, 
11, 206, 1, 1, 32.0017043406138, Accidental, 
11, 210, 2, 2, 30.8662660938602, Accidental, 
11, 212, 1, 1, 31.5520716197264, Accidental, 
11, 214, 1, 1, 20.3173650425532, Accidental, 
11, 217, 1, 1, 26.6214414789494, Lightning, 
11, 224, 1, 1, 23.6196873378335, Accidental, 
11, 226, 1, 1, 27.8229384857547, Accidental, 
11, 227, 2, 2, 28.8652695926789, Accidental, 
11, 230, 2, 2, 32.9271359565474, Accidental, 
11, 234, 1, 1, 30.1169249489806, Accidental, 
11, 236, 2, 2, 33.0554344127515, Accidental, 
11, 237, 2, 2, 31.6694424640956, Accidental, 
11, 239, 1, 1, 33.7497563991112, Accidental, 
11, 240, 2, 2, 34.8690212423119, Accidental, 
11, 240, 1, 1, 34.8690212423119, Lightning, 
11, 241, 1, 1, 33.8501762728016, Accidental, 
11, 242, 2, 2, 35.8174836234721, Accidental, 
11, 243, 1, 1, 35.236086478935, Accidental, 
11, 256, 2, 2, 32.1825568463998, Accidental, 
11, 257, 1, 1, 33.0791713142279, Accidental, 
11, 258, 2, 2, 36.3361485557035, Accidental, 
11, 259, 1, 1, 28.9674781801357, Accidental, 
11, 265, 2, 2, 28.2197564865228, Accidental, 
11, 269, 1, 1, 29.1777300137433, Accidental, 
11, 270, 1, 1, 27.0227648289993, Accidental, 
11, 272, 1, 1, 22.9694636190868, Accidental, 
11, 275, 3, 3, 47.2134940623645, Accidental, 
11, 276, 3, 3, 47.7890658979024, Accidental, 
11, 277, 3, 3, 43.7065166084001, Accidental, 
11, 279, 2, 2, 40.4659157181217, Accidental, 
11, 280, 1, 1, 34.0685292859065, Accidental, 
11, 283, 1, 1, 28.4927341636307, Accidental, 
11, 284, 1, 1, 28.9083470838606, Accidental, 
11, 285, 2, 2, 35.6445853523819, Accidental, 
11, 286, 1, 1, 32.0128552693074, Accidental, 
11, 288, 1, 1, 24.6884139248928, Accidental, 
11, 289, 1, 1, 25.1424222671941, Accidental, 
11, 294, 1, 1, 27.3520770229248, Accidental, 
11, 295, 1, 1, 29.6448967364584, Accidental, 
11, 302, 1, 1, 25.9107558909512, Accidental, 
11, 303, 1, 1, 23.4790591654943, Accidental, 
11, 308, 3, 3, 48.8459470706128, Accidental, 
11, 309, 3, 3, 43.2404705156251, Accidental, 
11, 313, 2, 2, 31.3987133900737, Accidental, 
11, 316, 1, 1, 21.5633612717565, Accidental, 
11, 319, 2, 2, 29.983908232776, Accidental, 
11, 320, 2, 2, 45.5734870403585, Accidental, 
11, 321, 3, 3, 42.4648188239729, Accidental, 
11, 322, 1, 1, 35.3177202758984, Accidental, 
11, 323, 1, 1, 28.4352963788464, Accidental, 
11, 326, 2, 2, 28.3023221426722, Accidental, 
11, 327, 2, 2, 39.0651973536389, Lightning, 
11, 329, 3, 3, 43.2250257859663, Accidental, 
11, 330, 2, 2, 42.1649866029238, Accidental, 
11, 331, 2, 2, 38.7213822028662, Accidental, 
11, 332, 2, 2, 39.3045195630749, Accidental, 
11, 333, 1, 1, 30.7518645104623, Accidental, 
12, 8, 1, 1, 0, Accidental, 
12, 49, 1, 1, 8.85350319565103, Accidental, 
12, 54, 1, 1, 13.1714193520364, Accidental, 
12, 55, 1, 1, 12.5091848808249, Accidental, 
12, 74, 1, 1, 13.0441772802744, Accidental, 
12, 78, 1, 1, 8.07483987013829, Accidental, 
12, 85, 1, 1, 9.66129352234845, Accidental, 
12, 86, 1, 1, 11.847731768015, Accidental, 
12, 89, 1, 1, 14.9125343681838, Accidental, 
12, 98, 1, 1, 27.2031485399261, Accidental, 
12, 113, 1, 1, 18.8921929973143, Accidental, 
12, 114, 1, 1, 20.6476968981206, Accidental, 
12, 126, 1, 1, 28.3582400252734, Lightning, 
12, 128, 1, 1, 32.1085037614821, Accidental, 
12, 130, 1, 1, 32.4712885139608, Accidental, 
12, 131, 1, 1, 30.3034418700377, Accidental, 
12, 132, 1, 1, 31.6695153408366, Accidental, 
12, 133, 1, 1, 33.623455867036, Lightning, 
12, 137, 2, 2, 37.1623043569323, Accidental, 
12, 140, 1, 1, 32.8752994561711, Accidental, 
12, 141, 1, 1, 36.4455540059313, Accidental, 
12, 142, 2, 2, 40.6382651054974, Accidental, 
12, 143, 2, 2, 33.2110102849527, Accidental, 
12, 145, 2, 2, 31.8252204592794, Accidental, 
12, 149, 1, 1, 29.7644100698237, Accidental, 
12, 150, 2, 2, 32.6234739790207, Accidental, 
12, 151, 1, 1, 34.266450247541, Accidental, 
12, 152, 1, 1, 35.085587459834, Accidental, 
12, 153, 1, 1, 29.5562530123214, Accidental, 
12, 153, 1, 1, 29.5562530123214, Lightning, 
12, 155, 1, 1, 28.2088786903114, Accidental, 
12, 159, 1, 1, 34.24281591424, Accidental, 
12, 160, 1, 1, 33.2424660175195, Accidental, 
12, 165, 1, 1, 26.146821094081, Accidental, 
12, 169, 3, 3, 46.2212765796049, Accidental, 
12, 170, 2, 2, 37.5541171914328, Accidental, 
12, 171, 2, 2, 36.0050928067419, Accidental, 
12, 172, 2, 2, 38.1257515523649, Accidental, 
12, 174, 2, 2, 33.5541155369979, Accidental, 
12, 175, 2, 2, 32.9787586202873, Accidental, 
12, 178, 1, 1, 35.3055771604733, Accidental, 
12, 178, 1, 1, 35.3055771604733, Lightning, 
12, 179, 1, 1, 36.2125650783739, Accidental, 
12, 185, 1, 1, 26.1985087500138, Accidental, 
12, 186, 1, 1, 25.1108830478712, Accidental, 
12, 187, 2, 2, 29.1059452800526, Accidental, 
12, 190, 1, 1, 36.5767202781199, Accidental, 
12, 191, 2, 2, 37.6501937424205, Accidental, 
12, 192, 1, 1, 36.8377699233141, Accidental, 
12, 195, 1, 1, 28.5557530265659, Accidental, 
12, 198, 1, 1, 27.3651841459357, Accidental, 
12, 199, 1, 1, 30.0892927825813, Accidental, 
12, 200, 2, 2, 29.52149824331, Accidental, 
12, 201, 2, 2, 30.2502550914123, Accidental, 
12, 202, 1, 1, 30.2144644263353, Accidental, 
12, 204, 1, 1, 35.2474287055859, Accidental, 
12, 205, 1, 1, 37.9098745782394, Accidental, 
12, 207, 2, 2, 39.5415207795165, Accidental, 
12, 208, 3, 3, 40.7919664449857, Accidental, 
12, 208, 3, 3, 40.7919664449857, Lightning, 
12, 212, 2, 2, 29.024652936636, Accidental, 
12, 215, 2, 2, 30.108143067188, Accidental, 
12, 217, 1, 1, 31.5179129681578, Accidental, 
12, 218, 1, 1, 31.4132563395036, Lightning, 
12, 222, 1, 1, 34.8513842307743, Accidental, 
12, 225, 2, 2, 36.4737298378366, Accidental, 
12, 231, 1, 1, 26.5939029819929, Lightning, 
12, 232, 1, 1, 28.0151046368819, Accidental, 
12, 238, 1, 1, 29.155112373203, Accidental, 
12, 240, 2, 2, 33.9013910361264, Accidental, 
12, 241, 1, 1, 31.9059556014294, Accidental, 
12, 245, 2, 2, 40.425375952767, Accidental, 
12, 248, 1, 1, 33.6673644276439, Accidental, 
12, 249, 1, 1, 29.0323087111456, Accidental, 
12, 252, 1, 1, 28.0899248226257, Accidental, 
12, 254, 1, 1, 21.0627041639059, Accidental, 
12, 255, 1, 1, 26.9546589131731, Accidental, 
12, 256, 2, 2, 38.5191200730619, Accidental, 
12, 257, 2, 2, 39.3625356635624, Accidental, 
12, 260, 2, 2, 36.5764862651185, Accidental, 
12, 261, 2, 2, 35.2690948098446, Accidental, 
12, 262, 1, 1, 34.2838202879477, Accidental, 
12, 264, 1, 1, 35.9883437887451, Accidental, 
12, 265, 2, 2, 39.8847511416002, Accidental, 
12, 266, 2, 2, 42.8318518356894, Accidental, 
12, 267, 2, 2, 36.8266988727525, Accidental, 
12, 269, 1, 1, 28.5963589563547, Accidental, 
12, 271, 1, 1, 30.395393461937, Accidental, 
12, 272, 2, 2, 34.8947206720133, Accidental, 
12, 274, 3, 3, 43.8002668036279, Accidental, 
12, 276, 2, 2, 44.3004565154262, Accidental, 
12, 278, 2, 2, 34.241064015953, Accidental, 
12, 279, 1, 1, 29.3311472645419, Accidental, 
12, 282, 1, 1, 24.8660328893751, Accidental, 
12, 287, 1, 1, 29.6087139819153, Accidental, 
12, 289, 2, 2, 34.0814185975892, Accidental, 
12, 291, 1, 1, 26.5051451522621, Accidental, 
12, 292, 1, 1, 25.9639114128917, Accidental, 
12, 296, 1, 1, 24.7597400983496, Accidental, 
12, 297, 1, 1, 29.207399302992, Accidental, 
12, 299, 3, 3, 46.8670966582973, Accidental, 
12, 301, 2, 2, 35.628016682172, Accidental, 
12, 303, 2, 2, 35.5738525794233, Accidental, 
12, 304, 1, 1, 33.412499317463, Lightning, 
12, 305, 1, 1, 28.1290522869765, Accidental, 
12, 306, 1, 1, 27.0601607873326, Accidental, 
12, 307, 2, 2, 33.3928922302533, Accidental, 
12, 308, 3, 3, 46.9274544052921, Accidental, 
12, 308, 8, 8, 46.9274544052921, Lightning, 
12, 312, 1, 1, 28.934053461391, Accidental, 
12, 312, 1, 1, 28.934053461391, Lightning, 
12, 316, 1, 1, 38.9657305495302, Accidental, 
12, 317, 2, 2, 35.4647376196709, Accidental, 
12, 318, 2, 2, 34.4597826319796, Accidental, 
12, 319, 1, 1, 29.7469905558584, Accidental, 
12, 327, 1, 1, 29.3970780587782, Accidental, 
12, 333, 1, 1, 19.2546048948328, Accidental, 
12, 343, 1, 1, 0, Accidental, 
13, 76, 1, 1, 12.9185020138563, Accidental, 
13, 86, 1, 1, 16.0649183649052, Accidental, 
13, 87, 1, 1, 12.8212794311328, Accidental, 
13, 133, 1, 1, 20.4221543525397, Accidental, 
13, 135, 1, 1, 28.2636385698314, Accidental, 
13, 140, 1, 1, 23.0240976093654, Accidental, 
13, 146, 2, 2, 28.5221869293618, Accidental, 
13, 149, 1, 1, 24.3707127631011, Accidental, 
13, 151, 1, 1, 25.1832652915518, Accidental, 
13, 155, 1, 1, 23.5490022628542, Accidental, 
13, 160, 1, 1, 21.0696779056391, Accidental, 
13, 165, 1, 1, 26.9637463731649, Accidental, 
13, 166, 1, 1, 29.2828745857852, Accidental, 
13, 170, 1, 1, 29.2993329499389, Accidental, 
13, 174, 2, 2, 37.2779916761823, Accidental, 
13, 176, 1, 1, 34.4789071213066, Accidental, 
13, 177, 2, 2, 33.6222921616942, Accidental, 
13, 180, 2, 2, 31.3790501618967, Accidental, 
13, 181, 2, 2, 33.0439236786411, Accidental, 
13, 182, 1, 1, 36.1331236438068, Accidental, 
13, 183, 2, 2, 34.7724710412982, Accidental, 
13, 185, 1, 1, 36.0567138829322, Accidental, 
13, 187, 1, 1, 34.5317021823361, Accidental, 
13, 189, 2, 2, 32.8754135369666, Accidental, 
13, 192, 1, 1, 29.7061409530582, Accidental, 
13, 194, 2, 2, 41.6321025176208, Accidental, 
13, 195, 2, 2, 39.8301623362937, Accidental, 
13, 196, 2, 2, 37.0264914829197, Accidental, 
13, 197, 2, 2, 38.8239052566647, Accidental, 
13, 198, 2, 2, 36.6117936910773, Accidental, 
13, 199, 2, 2, 36.9656794245813, Accidental, 
13, 200, 1, 1, 34.8731747923959, Accidental, 
13, 200, 1, 1, 34.8731747923959, Lightning, 
13, 204, 1, 1, 27.1745287991751, Accidental, 
13, 207, 1, 1, 27.078094426281, Accidental, 
13, 209, 1, 1, 29.3698450491687, Accidental, 
13, 213, 1, 1, 27.8836309498868, Accidental, 
13, 214, 2, 2, 27.2508113508586, Accidental, 
13, 216, 1, 1, 27.4406524529656, Accidental, 
13, 219, 1, 1, 30.1064198200152, Accidental, 
13, 220, 1, 1, 30.2276436922664, Accidental, 
13, 223, 1, 1, 28.5566124094815, Accidental, 
13, 224, 1, 1, 27.8320150183146, Accidental, 
13, 225, 2, 2, 26.5529998111299, Accidental, 
13, 228, 1, 1, 26.3319151614641, Accidental, 
13, 231, 1, 1, 24.8682854633008, Accidental, 
13, 234, 1, 1, 35.7966633615804, Accidental, 
13, 234, 1, 1, 35.7966633615804, Lightning, 
13, 236, 1, 1, 32.2178123819181, Accidental, 
13, 237, 1, 1, 32.7333990828491, Accidental, 
13, 238, 1, 1, 34.286931478649, Accidental, 
13, 239, 1, 1, 32.8727112883575, Accidental, 
13, 241, 2, 2, 39.412789763759, Accidental, 
13, 244, 2, 2, 33.0473046224281, Accidental, 
13, 246, 1, 1, 32.8756920696422, Accidental, 
13, 249, 1, 1, 35.7594927855631, Accidental, 
13, 250, 2, 2, 39.0666154457892, Accidental, 
13, 251, 2, 2, 37.8818509787893, Accidental, 
13, 252, 1, 1, 29.2176121176658, Accidental, 
13, 258, 2, 2, 26.4193567918408, Accidental, 
13, 259, 1, 1, 27.0632112281199, Accidental, 
13, 262, 2, 2, 26.5256406546026, Accidental, 
13, 264, 1, 1, 26.312007122625, Accidental, 
13, 265, 1, 1, 29.9857300423898, Accidental, 
13, 268, 2, 2, 34.0396667354754, Accidental, 
13, 270, 2, 2, 39.4961586792836, Accidental, 
13, 271, 2, 2, 34.8730719909191, Accidental, 
13, 273, 2, 2, 41.6324913223352, Accidental, 
13, 274, 2, 2, 37.8882627064662, Accidental, 
13, 276, 2, 2, 34.6653416251982, Accidental, 
13, 277, 3, 3, 43.4631621599271, Accidental, 
13, 278, 2, 2, 39.4178469467969, Accidental, 
13, 279, 2, 2, 42.7253635925034, Accidental, 
13, 280, 3, 3, 45.4412840507671, Accidental, 
13, 282, 1, 1, 30.1140468544815, Accidental, 
13, 283, 1, 1, 27.0517703077066, Accidental, 
13, 284, 1, 1, 27.8384751049444, Accidental, 
13, 285, 1, 1, 32.2941898418599, Accidental, 
13, 286, 1, 1, 38.7018310718696, Accidental, 
13, 287, 2, 2, 45.9372327357813, Accidental, 
13, 288, 2, 2, 30.8516676736921, Accidental, 
13, 290, 1, 1, 15.3891776957075, Accidental, 
13, 291, 1, 1, 13.1808765624148, Accidental, 
13, 294, 1, 1, 15.1026488184475, Accidental, 
13, 304, 1, 1, 32.9974379570023, Lightning, 
13, 305, 2, 2, 42.0179439940279, Accidental, 
13, 306, 2, 2, 34.0203669005578, Accidental, 
13, 310, 1, 1, 25.8086346389426, Accidental, 
13, 311, 1, 1, 25.4937516023532, Accidental, 
13, 312, 1, 1, 20.4104119181761, Accidental, 
13, 313, 1, 1, 19.1951450334524, Lightning, 
13, 316, 1, 1, 22.0211593608048, Accidental, 
13, 318, 2, 2, 38.5331097013055, Accidental, 
13, 320, 3, 3, 42.6378575540632, Accidental, 
13, 322, 2, 2, 44.0492433020878, Accidental, 
13, 324, 2, 2, 40.958877927943, Accidental, 
13, 325, 2, 2, 39.6101406909832, Accidental, 
13, 328, 2, 2, 33.516713173065, Accidental, 
13, 329, 1, 1, 33.7448594910824, Accidental, 
13, 333, 1, 1, 24.9035064807203, Accidental, 
13, 362, 1, 1, 0, Accidental, 
14, 9, 1, 1, 0, Accidental, 
14, 20, 1, 1, 0, Accidental, 
14, 43, 1, 1, 16.1595683401814, Accidental, 
14, 49, 1, 1, 10.3422570254918, Accidental, 
14, 58, 1, 1, 11.9706303987607, Accidental, 
14, 65, 1, 1, 21.0305635534283, Accidental, 
14, 68, 1, 1, 15.538638358336, Accidental, 
14, 72, 1, 1, 21.8543751162269, Accidental, 
14, 84, 1, 1, 24.1587020807507, Accidental, 
14, 87, 1, 1, 23.0657045519491, Accidental, 
14, 92, 1, 1, 28.4955576382047, Accidental, 
14, 93, 1, 1, 23.8777716013942, Accidental, 
14, 95, 1, 1, 25.0609385191651, Accidental, 
14, 101, 1, 1, 20.6102705930786, Accidental, 
14, 104, 1, 1, 29.2338482099195, Accidental, 
14, 108, 1, 1, 29.4023425039242, Accidental, 
14, 109, 1, 1, 26.6426092638707, Accidental, 
14, 110, 1, 1, 22.3883762609663, Accidental, 
14, 117, 2, 2, 30.1715875485453, Accidental, 
14, 118, 1, 1, 31.7477209271029, Accidental, 
14, 119, 1, 1, 32.7499925388902, Accidental, 
14, 120, 2, 2, 34.6289081502071, Accidental, 
14, 121, 1, 1, 34.9957279546954, Accidental, 
14, 122, 1, 1, 30.4945912150101, Accidental, 
14, 125, 1, 1, 22.435716667127, Lightning, 
14, 131, 1, 1, 24.7213551445461, Accidental, 
14, 140, 1, 1, 20.6239386433044, Accidental, 
14, 147, 1, 1, 20.3083348298974, Accidental, 
14, 154, 1, 1, 27.801631618115, Accidental, 
14, 155, 1, 1, 25.619716363519, Accidental, 
14, 156, 1, 1, 24.2817435123812, Accidental, 
14, 158, 1, 1, 30.2409512016787, Accidental, 
14, 161, 1, 1, 21.0110585402784, Accidental, 
14, 167, 2, 2, 39.2641050667114, Accidental, 
14, 169, 3, 3, 44.9964739048273, Accidental, 
14, 170, 2, 2, 42.9707452437454, Accidental, 
14, 171, 3, 3, 43.7701405129184, Accidental, 
14, 176, 2, 2, 40.1818241480741, Accidental, 
14, 177, 2, 2, 44.8742789769713, Accidental, 
14, 183, 1, 1, 29.5791914282577, Accidental, 
14, 184, 1, 1, 28.7837009755369, Accidental, 
14, 189, 2, 2, 27.2268940405414, Accidental, 
14, 194, 2, 2, 28.9824417596954, Accidental, 
14, 202, 1, 1, 20.0510815078736, Accidental, 
14, 203, 1, 1, 20.7770029043341, Accidental, 
14, 205, 1, 1, 30.6739150450888, Accidental, 
14, 208, 1, 1, 27.7424595881331, Accidental, 
14, 215, 2, 2, 34.2161375679712, Accidental, 
14, 217, 1, 1, 35.4537219756501, Accidental, 
14, 218, 1, 1, 30.6956641972189, Accidental, 
14, 219, 1, 1, 29.921933242545, Accidental, 
14, 220, 1, 1, 28.2229629826503, Accidental, 
14, 222, 1, 1, 29.36655901123, Accidental, 
14, 224, 2, 2, 35.1726353134447, Accidental, 
14, 225, 2, 2, 36.2203720705118, Accidental, 
14, 226, 2, 2, 37.481884244609, Accidental, 
14, 230, 2, 2, 35.835487632556, Accidental, 
14, 231, 1, 1, 34.1899646536555, Accidental, 
14, 233, 2, 2, 33.4857931497048, Accidental, 
14, 234, 1, 1, 30.5086521302181, Accidental, 
14, 236, 1, 1, 32.0428522989616, Accidental, 
14, 237, 1, 1, 30.2655070147662, Accidental, 
14, 240, 1, 1, 35.3317217445816, Accidental, 
14, 241, 1, 1, 33.0945989386877, Accidental, 
14, 242, 1, 1, 29.9200030284746, Accidental, 
14, 243, 1, 1, 29.7403558316186, Accidental, 
14, 248, 2, 2, 31.0574880538981, Accidental, 
