SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
14, 249, 1, 1, 29.7133603494274, Accidental, 
14, 252, 1, 1, 30.4015048144843, Accidental, 
14, 261, 2, 2, 27.2790293405137, Accidental, 
14, 262, 1, 1, 28.8794030590105, Accidental, 
14, 264, 1, 1, 29.1162828645691, Accidental, 
14, 265, 1, 1, 24.8355470969378, Accidental, 
14, 270, 1, 1, 30.681872766157, Accidental, 
14, 271, 1, 1, 29.5871366881661, Accidental, 
14, 277, 1, 1, 18.5944495973184, Accidental, 
14, 281, 1, 1, 36.8156009676049, Accidental, 
14, 281, 2, 2, 36.8156009676049, Lightning, 
14, 282, 2, 2, 36.7724375667496, Accidental, 
14, 284, 1, 1, 31.7555612004611, Accidental, 
14, 296, 1, 1, 26.6506123321369, Accidental, 
14, 303, 2, 2, 37.9770901785386, Accidental, 
14, 304, 2, 2, 34.702002738302, Accidental, 
14, 305, 1, 1, 31.5894996453908, Accidental, 
14, 310, 2, 2, 35.584801830002, Accidental, 
14, 315, 1, 1, 34.8767902758503, Accidental, 
14, 316, 2, 2, 39.2496757111696, Accidental, 
14, 318, 2, 2, 31.218650634568, Accidental, 
14, 319, 1, 1, 37.3588986910905, Accidental, 
14, 323, 1, 1, 33.8410823698127, Accidental, 
14, 325, 2, 2, 39.1909401697199, Accidental, 
14, 332, 1, 1, 16.5283909930202, Accidental, 
14, 349, 1, 1, 0, Lightning, 
14, 358, 1, 1, 0, Accidental, 
14, 361, 1, 1, 0, Accidental, 
15, 34, 1, 1, 8.92893812790123, Accidental, 
15, 79, 1, 1, 14.5059213302533, Accidental, 
15, 80, 1, 1, 17.8887424169112, Accidental, 
15, 90, 1, 1, 16.681178524089, Accidental, 
15, 91, 1, 1, 18.0328911433893, Accidental, 
15, 110, 1, 1, 32.3649692447206, Accidental, 
15, 111, 2, 2, 36.5745542523501, Accidental, 
15, 112, 1, 1, 31.5664026649855, Accidental, 
15, 113, 1, 1, 27.5952292447117, Accidental, 
15, 115, 1, 1, 22.0780263853498, Accidental, 
15, 127, 1, 1, 30.7550196285707, Accidental, 
15, 128, 1, 1, 30.9622748836002, Accidental, 
15, 130, 1, 1, 30.1057778607809, Accidental, 
15, 134, 1, 1, 26.2245156720906, Accidental, 
15, 136, 1, 1, 27.9270141901136, Accidental, 
15, 137, 1, 1, 31.1248521771715, Accidental, 
15, 140, 1, 1, 32.4898191332173, Accidental, 
15, 142, 1, 1, 31.8900743426838, Accidental, 
15, 144, 1, 1, 26.305856063039, Accidental, 
15, 150, 1, 1, 26.7598547218252, Accidental, 
15, 154, 2, 2, 34.2947890851957, Accidental, 
15, 161, 1, 1, 21.681039551224, Accidental, 
15, 165, 1, 1, 24.0049522032309, Accidental, 
15, 168, 1, 1, 20.7735653901961, Accidental, 
15, 177, 2, 2, 32.3986430292697, Accidental, 
15, 178, 1, 1, 35.4663205593953, Accidental, 
15, 179, 2, 2, 38.5751971489265, Accidental, 
15, 180, 2, 2, 39.4730710239056, Accidental, 
15, 181, 2, 2, 38.4090574823483, Accidental, 
15, 183, 2, 2, 36.0631769213168, Accidental, 
15, 185, 2, 2, 39.4161938394333, Accidental, 
15, 186, 2, 2, 38.278547418176, Accidental, 
15, 187, 3, 3, 41.2935715259437, Accidental, 
15, 190, 2, 2, 38.6534680223409, Accidental, 
15, 192, 2, 2, 40.630681336096, Accidental, 
15, 193, 2, 2, 40.4014964923595, Accidental, 
15, 195, 2, 2, 37.8863025863893, Accidental, 
15, 196, 2, 2, 35.5414866995958, Accidental, 
15, 197, 2, 2, 38.2174628840128, Accidental, 
15, 198, 2, 2, 37.860932015629, Accidental, 
15, 199, 2, 2, 40.8902442779961, Accidental, 
15, 200, 2, 2, 40.8660314036421, Accidental, 
15, 200, 3, 3, 40.8660314036421, Lightning, 
15, 206, 1, 1, 35.0546336435827, Accidental, 
15, 209, 2, 2, 38.5324863750157, Accidental, 
15, 210, 2, 2, 34.1002613702937, Accidental, 
15, 212, 2, 2, 33.0247426820952, Accidental, 
15, 213, 2, 2, 33.8758265551405, Accidental, 
15, 216, 2, 2, 44.6079897613418, Accidental, 
15, 217, 3, 3, 47.4067812865643, Accidental, 
15, 218, 1, 1, 35.7519796058366, Accidental, 
15, 222, 2, 2, 31.5444142512069, Accidental, 
15, 223, 1, 1, 32.3743288072689, Accidental, 
15, 228, 2, 2, 32.4480979619437, Accidental, 
15, 229, 1, 1, 32.6363919653036, Accidental, 
15, 233, 1, 1, 35.5984396969655, Accidental, 
15, 234, 1, 1, 31.4567298237514, Accidental, 
15, 236, 2, 2, 31.2976002542682, Accidental, 
15, 237, 2, 2, 33.2388242371395, Accidental, 
15, 239, 2, 2, 43.548119441735, Accidental, 
15, 240, 3, 3, 48.6923081148732, Accidental, 
15, 242, 3, 3, 45.838081335531, Accidental, 
15, 243, 2, 2, 40.5602821559947, Accidental, 
15, 244, 1, 1, 36.6676432140814, Accidental, 
15, 246, 1, 1, 36.2556263010705, Accidental, 
15, 247, 2, 2, 36.8939593556404, Accidental, 
15, 249, 1, 1, 35.6408010628358, Accidental, 
15, 250, 2, 2, 35.5089991692271, Accidental, 
15, 252, 1, 1, 31.1183845116945, Accidental, 
15, 254, 2, 2, 38.1515828556849, Accidental, 
15, 262, 1, 1, 34.3046174640365, Accidental, 
15, 263, 1, 1, 31.5460305580594, Accidental, 
15, 264, 3, 3, 42.7630959242247, Accidental, 
15, 265, 3, 3, 46.7940467832777, Accidental, 
15, 266, 2, 2, 41.3611578150126, Accidental, 
15, 267, 2, 2, 42.2225003073709, Accidental, 
15, 268, 4, 4, 41.3211085048104, Lightning, 
15, 269, 3, 3, 44.1262680320973, Accidental, 
15, 270, 3, 3, 45.8718268458806, Accidental, 
15, 271, 3, 3, 49.5923459432491, Accidental, 
15, 272, 2, 2, 36.6361554933514, Accidental, 
15, 273, 3, 3, 45.6479625985546, Accidental, 
15, 274, 2, 2, 38.5826373393764, Accidental, 
15, 277, 1, 1, 25.5708277695729, Accidental, 
15, 279, 1, 1, 27.7825200486718, Accidental, 
15, 282, 1, 1, 27.6683157726795, Accidental, 
15, 284, 1, 1, 29.7130545358428, Accidental, 
15, 288, 1, 1, 25.3701474074339, Accidental, 
15, 289, 1, 1, 29.5561716162923, Accidental, 
15, 293, 1, 1, 29.0046009609754, Accidental, 
15, 297, 2, 2, 40.7093956269182, Accidental, 
15, 298, 3, 3, 43.1966541271406, Accidental, 
15, 299, 5, 5, 57.4059172441051, Accidental, 
15, 300, 4, 4, 51.6774854554216, Accidental, 
15, 303, 2, 2, 37.933644373085, Accidental, 
15, 306, 1, 1, 37.9490996448255, Accidental, 
15, 307, 1, 1, 38.3867486042749, Accidental, 
15, 308, 1, 1, 32.3419628806677, Lightning, 
15, 315, 2, 2, 31.9965564510106, Accidental, 
15, 316, 1, 1, 24.2084030293588, Accidental, 
15, 321, 2, 2, 33.3648003967021, Accidental, 
15, 323, 2, 2, 35.6210748349237, Accidental, 
15, 326, 2, 2, 31.9312976992597, Accidental, 
15, 327, 2, 2, 42.8632312139494, Accidental, 
15, 328, 2, 2, 44.1199109860738, Accidental, 
15, 329, 2, 2, 39.7809715826644, Accidental, 
15, 330, 2, 2, 42.753586479895, Accidental, 
16, 52, 1, 1, 7.23486940344761, Accidental, 
16, 53, 1, 1, 7.49251625506452, Accidental, 
16, 58, 1, 1, 4.32183687242988, Accidental, 
16, 76, 1, 1, 8.48330517040891, Accidental, 
16, 77, 1, 1, 8.95550683373308, Accidental, 
16, 96, 1, 1, 13.4898902299817, Accidental, 
16, 99, 1, 1, 21.6875165377183, Accidental, 
16, 100, 1, 1, 18.6701873101222, Accidental, 
16, 140, 1, 1, 28.9496283916399, Accidental, 
16, 142, 1, 1, 30.5113008265621, Accidental, 
16, 144, 1, 1, 24.1126503179509, Accidental, 
16, 151, 1, 1, 22.3094384215876, Accidental, 
16, 152, 1, 1, 24.1614636074509, Accidental, 
16, 153, 1, 1, 24.5367150381622, Accidental, 
16, 154, 1, 1, 23.5717455440199, Accidental, 
16, 158, 1, 1, 22.8561185857201, Accidental, 
16, 168, 1, 1, 27.1111308901671, Accidental, 
16, 169, 1, 1, 29.5364452302567, Accidental, 
16, 171, 1, 1, 21.5585138255138, Accidental, 
16, 176, 1, 1, 27.9712107576444, Accidental, 
16, 177, 1, 1, 33.1118827043254, Accidental, 
16, 178, 1, 1, 35.0702499015933, Accidental, 
16, 187, 1, 1, 32.7003481689095, Accidental, 
16, 189, 1, 1, 30.8061583764542, Accidental, 
16, 190, 2, 2, 33.1431211454979, Accidental, 
16, 191, 2, 2, 35.5631401041454, Accidental, 
16, 194, 1, 1, 36.0131923069268, Accidental, 
16, 199, 1, 1, 28.6224974576113, Accidental, 
16, 201, 1, 1, 30.0159496542817, Accidental, 
16, 202, 2, 2, 29.2163172551621, Accidental, 
16, 203, 1, 1, 29.1182767689792, Accidental, 
16, 206, 1, 1, 28.5251148656188, Accidental, 
16, 208, 2, 2, 31.0535505278257, Accidental, 
16, 209, 1, 1, 29.0682356323933, Accidental, 
16, 214, 1, 1, 24.7955393010251, Accidental, 
16, 215, 1, 1, 25.8360852293958, Accidental, 
16, 216, 1, 1, 31.0044471130083, Accidental, 
16, 219, 1, 1, 34.5363032591858, Accidental, 
16, 222, 2, 2, 39.4652207833851, Accidental, 
16, 224, 2, 2, 41.0982209857402, Accidental, 
16, 225, 2, 2, 41.7205717906467, Accidental, 
16, 226, 2, 2, 40.6440610419869, Accidental, 
16, 228, 2, 2, 35.0828085710435, Accidental, 
16, 228, 1, 1, 35.0828085710435, Lightning, 
16, 229, 2, 2, 39.2236787865072, Accidental, 
16, 234, 1, 1, 26.0523577810984, Accidental, 
16, 237, 1, 1, 29.0530944861803, Accidental, 
16, 238, 1, 1, 28.6819948011016, Accidental, 
16, 241, 1, 1, 27.9410073921538, Accidental, 
16, 244, 1, 1, 27.3549333771734, Accidental, 
16, 247, 1, 1, 30.2056775253397, Accidental, 
16, 248, 2, 2, 29.5120309769134, Accidental, 
16, 249, 1, 1, 30.7259850439474, Accidental, 
16, 253, 1, 1, 22.663170948889, Accidental, 
16, 257, 1, 1, 30.3551257445042, Accidental, 
16, 260, 1, 1, 30.3987270872242, Accidental, 
16, 263, 1, 1, 35.2462873671064, Accidental, 
16, 265, 2, 2, 38.6834830330013, Accidental, 
16, 267, 1, 1, 25.2761458939734, Accidental, 
16, 269, 1, 1, 29.3233540459689, Accidental, 
16, 270, 1, 1, 30.8467211872321, Accidental, 
16, 275, 1, 1, 26.9702145896482, Accidental, 
16, 282, 1, 1, 28.2948604256122, Accidental, 
16, 287, 1, 1, 32.4230009762797, Accidental, 
16, 289, 1, 1, 27.3224796663634, Accidental, 
16, 290, 2, 2, 28.9646989686519, Accidental, 
16, 291, 1, 1, 26.6470994712197, Accidental, 
16, 293, 2, 2, 33.4972156569389, Accidental, 
16, 294, 1, 1, 37.3001369489516, Accidental, 
16, 296, 2, 2, 39.5166966065064, Accidental, 
16, 297, 3, 3, 50.8129131614811, Accidental, 
16, 297, 16, 16, 50.8129131614811, Lightning, 
16, 298, 5, 5, 56.6652805374646, Accidental, 
16, 298, 42, 42, 56.6652805374646, Lightning, 
16, 299, 3, 3, 49.7542201523719, Accidental, 
16, 300, 3, 3, 45.8448831829541, Accidental, 
16, 301, 19, 19, 51.7841642391201, Lightning, 
16, 304, 1, 1, 18.712217981126, Accidental, 
16, 311, 1, 1, 21.2360314561496, Accidental, 
16, 316, 1, 1, 16.8178290561825, Accidental, 
16, 318, 1, 1, 19.9334753920679, Accidental, 
16, 321, 1, 1, 19.3549434372294, Accidental, 
16, 324, 1, 1, 31.4373787815385, Accidental, 
16, 326, 1, 1, 35.4506227646384, Accidental, 
16, 326, 1, 1, 35.4506227646384, Lightning, 
16, 332, 1, 1, 33.9972817472751, Accidental, 
17, 0, 1, 1, 0, Accidental, 
17, 37, 1, 1, 3.34248871506636, Accidental, 
17, 50, 1, 1, 4.95934179514743, Accidental, 
17, 78, 1, 1, 14.0342285335585, Accidental, 
17, 92, 1, 1, 19.6549919253669, Accidental, 
17, 104, 1, 1, 28.4800838984077, Accidental, 
17, 108, 1, 1, 28.6962572464858, Accidental, 
17, 111, 2, 2, 36.5745542523501, Accidental, 
17, 123, 1, 1, 21.6606547180862, Accidental, 
17, 128, 1, 1, 30.9622748836002, Accidental, 
17, 130, 1, 1, 30.1057778607809, Accidental, 
17, 131, 1, 1, 31.3328944106536, Accidental, 
17, 132, 2, 2, 28.7305256936947, Accidental, 
17, 137, 2, 2, 31.1248521771715, Accidental, 
17, 137, 1, 1, 31.1248521771715, Lightning, 
17, 139, 2, 2, 34.3291670716426, Accidental, 
17, 140, 1, 1, 32.4898191332173, Accidental, 
17, 142, 2, 2, 31.8900743426838, Accidental, 
17, 143, 1, 1, 29.5375465146483, Accidental, 
17, 146, 1, 1, 25.1339307322782, Accidental, 
17, 148, 1, 1, 26.1150044057054, Accidental, 
17, 149, 1, 1, 24.4490132068989, Accidental, 
17, 150, 1, 1, 26.7598547218252, Accidental, 
17, 151, 1, 1, 28.5671203755562, Accidental, 
17, 156, 1, 1, 24.9264909816672, Accidental, 
17, 160, 1, 1, 23.2125800876709, Accidental, 
17, 164, 1, 1, 23.9479850595984, Accidental, 
17, 169, 1, 1, 27.2566443838909, Accidental, 
17, 175, 1, 1, 29.4185683633528, Accidental, 
17, 179, 1, 1, 38.5751971489265, Accidental, 
17, 181, 2, 2, 38.4090574823483, Accidental, 
17, 182, 2, 2, 36.0382706586418, Accidental, 
17, 184, 1, 1, 36.9976455081685, Accidental, 
17, 185, 2, 2, 39.4161938394333, Accidental, 
17, 187, 2, 2, 41.2935715259437, Accidental, 
17, 188, 1, 1, 38.9548732580962, Accidental, 
17, 190, 2, 2, 38.6534680223409, Accidental, 
17, 191, 2, 2, 39.4345864944475, Accidental, 
17, 193, 2, 2, 40.4014964923595, Accidental, 
17, 195, 2, 2, 37.8863025863893, Accidental, 
17, 199, 2, 2, 40.8902442779961, Accidental, 
17, 203, 2, 2, 36.6591043047145, Accidental, 
17, 206, 1, 1, 35.0546336435827, Accidental, 
17, 208, 2, 2, 39.7119086181019, Accidental, 
17, 210, 1, 1, 34.1002613702937, Accidental, 
17, 212, 2, 2, 33.0247426820952, Accidental, 
17, 213, 1, 1, 33.8758265551405, Accidental, 
17, 214, 2, 2, 37.5614506430012, Accidental, 
17, 215, 2, 2, 40.1633159694619, Accidental, 
17, 216, 3, 3, 44.6079897613418, Accidental, 
17, 220, 1, 1, 30.567324297384, Accidental, 
17, 222, 1, 1, 31.5444142512069, Accidental, 
17, 223, 2, 2, 32.3743288072689, Accidental, 
17, 224, 2, 2, 35.0494320503158, Accidental, 
17, 226, 1, 1, 34.2950889003945, Accidental, 
17, 227, 1, 1, 31.9487278205656, Accidental, 
17, 228, 2, 2, 32.4480979619437, Accidental, 
17, 232, 1, 1, 32.8449936647578, Accidental, 
17, 234, 1, 1, 31.4567298237514, Accidental, 
17, 235, 1, 1, 30.0547218048089, Accidental, 
17, 239, 3, 3, 43.548119441735, Accidental, 
17, 241, 3, 3, 49.6188861721306, Accidental, 
17, 242, 3, 3, 45.838081335531, Accidental, 
17, 243, 2, 2, 40.5602821559947, Accidental, 
17, 244, 2, 2, 36.6676432140814, Accidental, 
17, 245, 1, 1, 34.1339776705088, Accidental, 
17, 247, 1, 1, 36.8939593556404, Accidental, 
17, 248, 2, 2, 35.7794406196939, Accidental, 
17, 249, 1, 1, 35.6408010628358, Accidental, 
17, 251, 1, 1, 31.6737651745594, Accidental, 
17, 253, 2, 2, 34.827038779852, Accidental, 
17, 254, 2, 2, 38.1515828556849, Accidental, 
17, 255, 1, 1, 33.4692033386326, Accidental, 
17, 263, 1, 1, 31.5460305580594, Accidental, 
17, 264, 3, 3, 42.7630959242247, Accidental, 
17, 265, 3, 3, 46.7940467832777, Accidental, 
17, 267, 2, 2, 42.2225003073709, Accidental, 
17, 270, 3, 3, 45.8718268458806, Accidental, 
17, 271, 3, 3, 49.5923459432491, Accidental, 
17, 272, 2, 2, 36.6361554933514, Accidental, 
17, 273, 3, 3, 45.6479625985546, Accidental, 
17, 275, 3, 3, 42.5409635409944, Accidental, 
17, 276, 2, 2, 42.284927619394, Accidental, 
17, 279, 1, 1, 27.7825200486718, Accidental, 
17, 280, 1, 1, 26.6692626954539, Accidental, 
17, 281, 1, 1, 24.9008780441486, Accidental, 
17, 282, 1, 1, 27.6683157726795, Accidental, 
17, 284, 1, 1, 29.7130545358428, Accidental, 
17, 285, 1, 1, 27.3944561202645, Accidental, 
17, 289, 1, 1, 29.5561716162923, Accidental, 
17, 291, 1, 1, 34.1881038065214, Accidental, 
17, 293, 1, 1, 29.0046009609754, Accidental, 
17, 294, 1, 1, 27.7388931968802, Accidental, 
17, 297, 2, 2, 40.7093956269182, Accidental, 
17, 299, 5, 5, 57.4059172441051, Accidental, 
17, 300, 3, 3, 51.6774854554216, Accidental, 
17, 301, 2, 2, 39.7420003049404, Accidental, 
17, 302, 2, 2, 35.1701587727373, Accidental, 
17, 303, 2, 2, 37.933644373085, Accidental, 
17, 305, 1, 1, 36.1892668645404, Accidental, 
17, 309, 1, 1, 22.6816450983912, Accidental, 
17, 312, 1, 1, 23.7717449258097, Accidental, 
17, 316, 1, 1, 24.2084030293588, Accidental, 
17, 317, 1, 1, 21.2182436032871, Accidental, 
17, 318, 1, 1, 27.4019196901622, Accidental, 
17, 319, 2, 2, 32.1976832981544, Accidental, 
17, 320, 2, 2, 36.8593702868785, Accidental, 
17, 321, 1, 1, 33.3648003967021, Accidental, 
17, 324, 2, 2, 27.3433233862285, Accidental, 
17, 325, 1, 1, 24.7042883759165, Accidental, 
17, 327, 2, 2, 42.8632312139494, Accidental, 
17, 329, 3, 3, 39.7809715826644, Lightning, 
18, 69, 1, 1, 22.8065396379133, Accidental, 
18, 71, 1, 1, 25.0764663561308, Accidental, 
18, 72, 1, 1, 22.0324756628863, Accidental, 
18, 94, 1, 1, 20.2529415409835, Accidental, 
18, 101, 2, 2, 31.1510461878831, Accidental, 
18, 107, 1, 1, 23.6568474337104, Accidental, 
18, 110, 1, 1, 15.7550980683706, Accidental, 
18, 113, 1, 1, 15.3435822238496, Accidental, 
18, 114, 1, 1, 20.2930841119495, Accidental, 
18, 118, 2, 2, 28.2114803440386, Accidental, 
18, 120, 2, 2, 35.3492199402547, Accidental, 
18, 121, 1, 1, 35.1265398654951, Accidental, 
18, 121, 2, 2, 35.1265398654951, Lightning, 
18, 122, 1, 1, 27.7214538974213, Accidental, 
18, 125, 2, 2, 30.871710891555, Accidental, 
18, 126, 1, 1, 34.8140373140068, Accidental, 
18, 127, 1, 1, 36.0381419867161, Accidental, 
18, 129, 2, 2, 39.305298908176, Accidental, 
18, 130, 2, 2, 39.041135719594, Accidental, 
18, 132, 2, 2, 33.8970612978888, Accidental, 
18, 133, 1, 1, 29.6850672717466, Accidental, 
18, 136, 1, 1, 27.0383052755693, Accidental, 
18, 142, 1, 1, 23.4609062732278, Accidental, 
18, 150, 1, 1, 31.6312774282189, Accidental, 
18, 153, 1, 1, 28.2107203984944, Accidental, 
18, 155, 2, 2, 39.5012410149272, Accidental, 
18, 156, 2, 2, 35.821508885659, Accidental, 
18, 160, 1, 1, 28.4941833489254, Accidental, 
18, 162, 1, 1, 26.8334458821807, Accidental, 
18, 163, 1, 1, 28.6733333346277, Accidental, 
18, 164, 2, 2, 36.7507940971855, Accidental, 
18, 165, 2, 2, 41.69281492596, Accidental, 
18, 166, 2, 2, 41.8655152624341, Accidental, 
18, 167, 2, 2, 38.1516100288976, Accidental, 
18, 168, 2, 2, 34.7773541540977, Accidental, 
18, 169, 1, 1, 35.9477360636035, Accidental, 
18, 170, 2, 2, 38.7303329387532, Accidental, 
18, 170, 2, 2, 38.7303329387532, Lightning, 
18, 176, 2, 2, 39.2138633576918, Accidental, 
18, 178, 1, 1, 37.3791905136387, Accidental, 
18, 179, 1, 1, 35.5110432460921, Accidental, 
18, 181, 1, 1, 36.3011069308559, Accidental, 
18, 183, 2, 2, 37.3503674687656, Accidental, 
18, 186, 2, 2, 42.4435825480568, Accidental, 
18, 188, 3, 3, 42.0488532954184, Accidental, 
18, 189, 2, 2, 40.6206153687738, Accidental, 
18, 189, 3, 3, 40.6206153687738, Lightning, 
18, 190, 1, 1, 32.5293394126563, Accidental, 
18, 191, 1, 1, 33.5478982740789, Accidental, 
18, 192, 1, 1, 33.4121934311004, Accidental, 
18, 196, 2, 2, 33.8704194414899, Accidental, 
18, 198, 1, 1, 34.3027380785112, Accidental, 
18, 201, 1, 1, 33.5610879853538, Accidental, 
18, 202, 1, 1, 31.9780261753866, Accidental, 
18, 204, 1, 1, 31.8666722548708, Accidental, 
18, 205, 2, 2, 31.6422293254923, Accidental, 
18, 207, 1, 1, 32.3821469054014, Accidental, 
18, 209, 2, 2, 33.8825366138567, Accidental, 
18, 212, 1, 1, 30.2913531391289, Accidental, 
18, 214, 1, 1, 32.1779674220117, Accidental, 
18, 215, 2, 2, 36.1202622936499, Accidental, 
18, 215, 1, 1, 36.1202622936499, Lightning, 
18, 216, 2, 2, 39.1512681423852, Accidental, 
18, 216, 3, 3, 39.1512681423852, Lightning, 
18, 218, 1, 1, 33.129663275592, Accidental, 
18, 220, 2, 2, 34.3902071894048, Accidental, 
18, 222, 1, 1, 34.5243754268244, Accidental, 
18, 226, 2, 2, 37.2281272692125, Accidental, 
18, 227, 2, 2, 37.2717212715141, Accidental, 
18, 229, 2, 2, 40.2642431975932, Accidental, 
18, 231, 2, 2, 40.0934263605014, Accidental, 
18, 232, 2, 2, 41.547005059565, Accidental, 
18, 233, 2, 2, 44.010692678378, Accidental, 
18, 234, 2, 2, 40.1850934067183, Accidental, 
18, 235, 1, 1, 37.3425520859618, Accidental, 
18, 237, 1, 1, 33.4439863258092, Accidental, 
18, 238, 1, 1, 31.946396479814, Accidental, 
18, 239, 1, 1, 31.3662142406098, Accidental, 
18, 242, 2, 2, 33.7162677281281, Accidental, 
18, 243, 2, 2, 33.3104495961193, Accidental, 
18, 245, 2, 2, 35.683972923194, Accidental, 
18, 246, 2, 2, 37.7996283217081, Accidental, 
18, 247, 2, 2, 35.249020302479, Accidental, 
18, 248, 2, 2, 33.69449521496, Accidental, 
18, 250, 1, 1, 31.3036860006441, Accidental, 
18, 252, 1, 1, 28.2688442141925, Accidental, 
18, 255, 2, 2, 41.7647971166752, Accidental, 
18, 257, 2, 2, 39.2101809712782, Accidental, 
18, 267, 1, 1, 21.1334216056325, Accidental, 
18, 269, 1, 1, 30.6998956866101, Accidental, 
18, 271, 1, 1, 23.7878763395635, Accidental, 
18, 272, 1, 1, 27.4123857747913, Accidental, 
18, 275, 2, 2, 31.8682762603889, Accidental, 
18, 279, 1, 1, 36.9898535341803, Accidental, 
18, 280, 2, 2, 38.1855306698801, Accidental, 
18, 281, 2, 2, 41.8565039063519, Accidental, 
18, 286, 1, 1, 19.3545455029242, Accidental, 
18, 287, 1, 1, 22.8536810851145, Accidental, 
18, 288, 1, 1, 29.1724907820809, Accidental, 
18, 291, 1, 1, 26.7827379829738, Accidental, 
18, 293, 6, 6, 59.8444541541413, Accidental, 
18, 294, 11, 11, 74.2575823350146, Accidental, 
18, 295, 7, 7, 62.5428798162849, Accidental, 
18, 296, 3, 3, 46.2175903396376, Accidental, 
18, 297, 3, 3, 42.8737952645213, Accidental, 
18, 298, 2, 2, 45.2419118601135, Accidental, 
18, 299, 2, 2, 36.6962214183746, Accidental, 
18, 300, 1, 1, 30.1377660725523, Accidental, 
18, 301, 1, 1, 35.2404967624744, Accidental, 
18, 302, 1, 1, 27.8132418796443, Accidental, 
18, 306, 2, 2, 32.2510386254688, Accidental, 
18, 311, 1, 1, 27.5348169247571, Accidental, 
18, 316, 1, 1, 22.4241477124962, Lightning, 
18, 318, 1, 1, 26.8166356061974, Accidental, 
18, 319, 1, 1, 25.6264745953941, Lightning, 
18, 320, 1, 1, 22.9926350630866, Accidental, 
18, 325, 1, 1, 25.4597400600119, Accidental, 
18, 326, 2, 2, 30.5514812965122, Accidental, 
18, 329, 1, 1, 32.1752046517764, Accidental, 
18, 331, 2, 2, 41.2576447290213, Accidental, 
18, 332, 2, 2, 34.8074749401169, Accidental, 
